[10:21:31.1911111] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Spawning/Use LC Spawn System"
[10:21:38.1886145] [Info   :Scopophobia] Scopophobia | SCP-096 has entered the facility. All remaining personnel proceed with caution.
[10:21:38.2178075] [Info   :   BepInEx] Loading [WaterAssetRestorer 1.0.0]
[10:21:38.2188066] [Debug  :WaterAssetRestorer] Patching...
[10:21:38.2324003] [Debug  :WaterAssetRestorer] Finished patching!
[10:21:38.2324003] [Info   :WaterAssetRestorer] Sniper1_1.WaterAssetRestorer v1.0.0 has loaded!
[10:21:38.2324003] [Info   :WaterAssetRestorer] "When you want something you don't have, W.A.R. can get it!" - idk, someone probably
[10:21:38.2324003] [Info   :   BepInEx] Loading [SnowyLib 1.13.1]
[10:21:38.2434192] [Debug  :Matty's Fixes] GrabbableObject.Start patched!
[10:21:38.2586141] [Debug  :Spawn Cycle Fixes] Transpiler (Daytime spawns): Correct time of day
[10:21:38.2601185] [Debug  :Spawn Cycle Fixes] Transpiler (Outside spawns): Correct time of day
[10:21:38.2742436] [Debug  :Matty's Fixes] GrabbableObject.Start patched!
[10:21:38.2965637] [Info   :  SnowyLib] Snowlance.SnowyLib v1.13.1 has loaded!
[10:21:38.3025997] [Info   :   BepInEx] Loading [SlendermanMod 1.2.1]
[10:21:38.6342455] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent SlendermanEnemyObj's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:21:38.6362485] [Info   :SlendermanMod] Registered spawn rate for level type All to 2
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type AssuranceLevel to 1
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type VowLevel to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type MarchLevel to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type DineLevel to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type RendLevel to 8
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type TitanLevel to 5
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type AdamanceLevel to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for level type ArtificeLevel to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Gloom to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Auralis to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Junic to 9
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Acidir to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Cosmocos to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Polarus to 1
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Desolation to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Embrion to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Affliction to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Eve to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Gratar to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Infernis to 6
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Harloth to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Asteroid to 4
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Celest to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Siabudabu to 9
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Ganimedes to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Kast to 7
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Secret Labs to 11
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Solace to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Synthesis to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type PsychSanctum to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Sanguine to 10
[10:21:38.6427559] [Info   :SlendermanMod] Registered spawn rate for custom level type Harloth to 4
[10:21:38.6492626] [Info   :SlendermanMod] Plugin sparble.slendermanmod is loaded!
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣤⣶⣾⣿⣶⣶⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣤⣶⣾⣿⣿⣿⣶⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⠟⠛⠻⣿⣿⣿⣿⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⠃⠀⠀⠀⠘⣿⣿⣿⣿⣿⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢰⣿⣿⣿⡿⠋⠀⠀⠈⠻⣿⣿⣿⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⣿⣿⣿⡄⠀⠀⠀⠀⠘⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⣿⡿⠁⠀⠀⠀⠀⠀⠘⣿⣿⣧⢀⣀⣀⣀⣀⣀⡀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⣀⣴⣾⣿⣿⣿⣿⣿⣿⣶⣿⣿⣿⣇⠀⠀⠀⠀⠀⢹⣿⣿⣿⣿⣇⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⣿⣿⠃⠀⠀⠀⠀⠀⠀⠀⣿⣿⣟⣿⣿⣿⣿⣿⣿⣿⣿⣦⣄⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⡈⠂⠀⠀⠀⠀⠀⠐⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⣿⣿⠿⠿⠿⢿⣿⣿⣧⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⣼⣿⣿⡿⠛⠉⠉⠙⠻⢿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣷⡀⠀⠀⠀⠀⠀⢠⣿⣿⣿⡇⠀⠀⠀⠀⠀⢠⣿⣿⣿⣿⣇⣿⠟⠉⢠⠀⠀⠀⠀⠈⢿⣿⣧⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⢰⣿⣿⡟⠁⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⠈⣿⣿⣿⣿⣿⣧⠀⣀⠀⠀⣠⣿⣿⣿⣿⡇⠀⠀⠀⠀⢠⣿⣿⣿⣿⣿⣿⡄⠀⣠⣾⠀⠀⠀⠀⠀⠈⣿⣿⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⣸⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⣆⠀⠀⠀⢸⣿⣿⣿⣿⡟⠣⡈⠉⠉⠁⡙⠻⣿⣿⡇⠀⠀⠀⢠⣿⣿⣿⣿⣿⡿⢿⣿⣿⡿⠃⠀⠀⠀⠀⠀⠀⢸⣿⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⢿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢀⠀⠀⠈⢻⣿⣿⣿⣿⣿⣦⠀⠀⠀⣿⣿⣿⣿⡇⠀⠙⢦⣠⠞⠁⠀⣿⣿⣦⣄⣀⣀⣿⣿⣿⣿⣿⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⡟⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⢸⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⢸⣇⠀⠀⢀⣿⣿⣿⣿⣿⣿⣷⣶⣿⣿⣿⣿⣿⣿⡴⠶⣿⣿⣿⠓⢶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠀⠀⠀⠀⠀⠀⣾⡏⠀⠀⢀⣴⣿⠟⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⢻⣿⣿⣆⠀⠀⠀⠀⠀⠀⠈⢿⣷⣶⣾⣿⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⢸⣯⡏⠀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⠀⢀⣙⣻⣿⣿⣿⣿⣷⣦⣄⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠙⢿⣿⣧⣄⠀⠀⠀⠀⣀⣠⣭⣽⣋⣁⠀⢨⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⣼⣿⣿⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⣀⣤⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠈⢻⣿⣿⣿⣿⡿⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⠋⠉⠉⠻⣿⣿⣿⣿⣿
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⢠⣿⣿⣿⣯⠁⠀⠀⠀⠈⠙⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠋⠁⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⠟⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣿⣿⣿⣿⠇
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⢸⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⠀⠀⠀⠀⠀⠀⠀⣠⣶⣿⣿⣿⣿⠏⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠘⣿⣿⣷⡀⠀⠀⠀⠀⠀⢀⣿⣿⣿⣿⣿⡏⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣹⣿⣿⣿⣿⣿⣿⣿⣿⡟⠿⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⣠⣴⣿⣿⣿⣿⣿⠟⠁⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠹⣿⣿⣿⣄⠀⠀⠀⠀⣸⣿⣿⣿⣿⣿⠁⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⢿⣿⣿⣿⣿⣿⠀⢀⣴⣾⣿⡿⠟⠛⠋⠉⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠈⠻⣿⣿⣷⡄⠀⠀⣿⣿⣿⣿⣿⡏⠀⠀⢸⣿⣿⣿⣿⣿⣿⣿⣿⣻⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠘⣿⣿⣿⣿⣿⣰⣿⡿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢻⣿⣿⡆⢸⣿⣿⣿⣿⣿⠁⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⢻⣿⣿⣿⣿⣿⡟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⡇⣸⣿⣿⣿⣿⡏⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠘⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠠⣄⣀⣠⣾⡿⠁⣿⣿⣿⣿⣿⣄⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⢀⣿⣿⣿⣿⣿⣄⡀⣀⡤⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠛⠛⠋⠀⠀⢿⣿⣿⣿⣿⣿⣦⡀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⢹⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⣠⣿⣿⣿⣿⣿⣿⠛⠟⠛⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⣦⣀⣿⣿⣿⣿⣿⣿⣿⣿⣸⣿⣿⣿⣿⣿⣿⣿⣿⣤⣾⣿⣿⣿⣿⡿⠛⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[10:21:38.6502621] [Info   :SlendermanMod] Don't forget to check your back...
[10:21:38.6502621] [Info   :   BepInEx] Loading [SpectateEnemy 2.9.1]
[10:21:38.6903753] [Info   :SpectateEnemy] SpectateEnemy loaded!
[10:21:38.6958953] [Info   :   BepInEx] Loading [BetterPaycheck 0.9.2]
[10:21:38.7014071] [Info   :Swaggies.BetterPaycheck] BetterPaycheck up and running.
[10:21:38.7074088] [Info   :   BepInEx] Loading [S1.42AB Interior Weight Normalization 1.0.0]
[10:21:38.7094097] [Info   :S1.42AB Interior Weight Normalization] Validated dependency imabatby.lethallevelloader v1.7.12.
[10:21:38.9263834] [Info   :S1.42AB Interior Weight Normalization] Validated exact LethalLevelLoader dungeon-selection contract for post-viability rarity normalization.
[10:21:38.9409381] [Info   :S1.42AB Interior Weight Normalization] S1.42AB interior weight normalization armed: LethalLevelLoader keeps full ownership of viability/exclusion matching; only positive rarities in the already-returned viable dungeon list are normalized to 100. No dungeon is added, removed, deduplicated, re-registered or config-rewritten by this patch.
[10:21:38.9409381] [Info   :   BepInEx] Loading [S1.42AE CodeRebirth Microwave Spawn Tuning 1.0.0]
[10:21:38.9434520] [Info   :S1.42AE CodeRebirth Microwave Spawn Tuning] Validated dependency CodeRebirth v1.6.9.
[10:21:38.9511231] [Info   :S1.42AE CodeRebirth Microwave Spawn Tuning] Validated dependency com.github.teamxiaolan.dawnlib v0.9.25.
[10:21:38.9511231] [Info   :S1.42AE CodeRebirth Microwave Spawn Tuning] Validated dependency com.github.teamxiaolan.dawnlib.dusk v0.9.25.
[10:21:38.9511231] [Info   :S1.42AE CodeRebirth Microwave Spawn Tuning] S1.42AE microwave spawn tuning armed; waiting for DawnLib moon-registry freeze to validate the 18 Moon / 18 Interior provider contract and scale only effective Moon/tag curves by 0.5.
[10:21:38.9511231] [Info   :   BepInEx] Loading [S1.42Z CodeRebirth Aerial Defense Spawn Tuning 1.0.0]
[10:21:38.9531250] [Info   :S1.42Z CodeRebirth Aerial Defense Spawn Tuning] Validated dependency CodeRebirth v1.6.9.
[10:21:38.9643843] [Info   :S1.42Z CodeRebirth Aerial Defense Spawn Tuning] Validated dependency com.github.teamxiaolan.dawnlib v0.9.25.
[10:21:38.9643843] [Info   :S1.42Z CodeRebirth Aerial Defense Spawn Tuning] Validated dependency com.github.teamxiaolan.dawnlib.dusk v0.9.25.
[10:21:38.9643843] [Info   :S1.42Z CodeRebirth Aerial Defense Spawn Tuning] S1.42Z aerial-defense spawn tuning armed; waiting for DawnLib moon-registry freeze to validate and scale both code_rebirth:air_control_unit and code_rebirth:gunslinger_greg curves by 0.5.
[10:21:38.9643843] [Info   :   BepInEx] Loading [S1.42Z Jetpack Acceleration 1.0.0]
[10:21:38.9663844] [Info   :S1.42Z Jetpack Acceleration] Validated dependency butterystancakes.lethalcompany.butterybalance v0.7.0.
[10:21:38.9758967] [Info   :S1.42Z Jetpack Acceleration] Validated dependency butterystancakes.lethalcompany.jetpackfixes v1.6.3.
[10:21:38.9758967] [Info   :S1.42Z Jetpack Acceleration] Validated dependency com.malco.lethalcompany.moreshipupgrades v3.14.1.
[10:21:38.9788976] [Debug  :ButteRyBalance] Transpiler (Jetpack): Dynamic inertia
[10:21:38.9788976] [Debug  :Jetpack Fixes] Transpiler: Reverse jetpackPower comparison on isGrounded check (allows for sliding)
[10:21:38.9788976] [Debug  :Jetpack Fixes] Transpiler: Reduce raycast range from 25 to 4
[10:21:38.9788976] [Debug  :Jetpack Fixes] Transpiler: Replace layer mask with custom
[10:21:38.9788976] [Debug  :Jetpack Fixes] Transpiler: Remove 4 unit distance check (redundant)
[10:21:38.9788976] [Debug  :Jetpack Fixes] Transpiler: Replace "Gravity" with "Inertia"
[10:21:38.9889604] [Info   :S1.42Z Jetpack Acceleration] S1.42Z Jetpack acceleration patch armed: JetpackItem.Update() local-player base acceleration 10 -> 18, ordered after ButteRyBalance; V49 handling/deceleration, maximum power/speed, battery, price and JetpackFixes safety logic are untouched.
[10:21:38.9889604] [Info   :   BepInEx] Loading [S1.39 Compatibility Fixes 1.3.14]
[10:21:39.0160248] [Debug  :Matty's Fixes] RoundManager.SpawnScrapInLevel patched
[10:21:39.0964160] [Info   :S1.39 Compatibility Fixes] [EnemyScanFix] Patched EnemyScan to list every active EnemyAI regardless of ScanNodeProperties.
[10:21:41.8658058] [Info   :S1.39 Compatibility Fixes] [PikminCraneShield] Protected Pikmin/Puffmin from CodeRebirth utility kill RPCs. This provides a direct failsafe for Autonomous Crane squish kills even when LethalMin's crane toggles are already false.
[10:21:43.1015231] [Info   :S1.39 Compatibility Fixes] [LMDLGuard] Patched LethalModDataLib bulk ModDataAttribute registration to skip Chainloader PluginInfo entries with null Instance while preserving registration for valid plugins.
[10:21:43.1025281] [Info   :S1.39 Compatibility Fixes] [PufferPikminGuard] Patched PufferAI.Start to remove LethalMin-injected Pikmin effect-trigger components from Puffer smoke only.
[10:21:43.1035269] [Info   :S1.39 Compatibility Fixes] [EnemyIsolation] Diagnostic enemy isolation is disabled.
[10:21:43.1055280] [Debug  :ButteRyBalance] Transpiler (Jetpack): Dynamic inertia
[10:21:43.1055280] [Debug  :Jetpack Fixes] Transpiler: Reverse jetpackPower comparison on isGrounded check (allows for sliding)
[10:21:43.1055280] [Debug  :Jetpack Fixes] Transpiler: Reduce raycast range from 25 to 4
[10:21:43.1055280] [Debug  :Jetpack Fixes] Transpiler: Replace layer mask with custom
[10:21:43.1055280] [Debug  :Jetpack Fixes] Transpiler: Remove 4 unit distance check (redundant)
[10:21:43.1055280] [Debug  :Jetpack Fixes] Transpiler: Replace "Gravity" with "Inertia"
[10:21:43.1095272] [Debug  :ButteRyBalance] Transpiler (Jetpack): Dynamic inertia
[10:21:43.1095272] [Debug  :Jetpack Fixes] Transpiler: Reverse jetpackPower comparison on isGrounded check (allows for sliding)
[10:21:43.1095272] [Debug  :Jetpack Fixes] Transpiler: Reduce raycast range from 25 to 4
[10:21:43.1095272] [Debug  :Jetpack Fixes] Transpiler: Replace layer mask with custom
[10:21:43.1095272] [Debug  :Jetpack Fixes] Transpiler: Remove 4 unit distance check (redundant)
[10:21:43.1095272] [Debug  :Jetpack Fixes] Transpiler: Replace "Gravity" with "Inertia"
[10:21:43.1120355] [Warning:S1.39 Compatibility Fixes] [CoronerJetpackGuard] Removed 2/2 Coroner JetpackItem.Update patch method(s). Coroner remains enabled; only the per-frame Jetpack death detector is disabled to stop null-player log spam. Jetpack-specific death text may fall back to Coroner/vanilla generic cause reporting.
[10:21:43.1150347] [Info   :S1.39 Compatibility Fixes] [Jetpack140] Jetpack Item asset is not loaded yet; narrow asset targeting will retry.
[10:21:43.1150347] [Info   :S1.39 Compatibility Fixes] [Jetpack140] Using loaded Jetpack Item asset targeting only; no GrabbableObject.Start Harmony patch.
[10:21:43.1164358] [Info   :S1.39 Compatibility Fixes] [BaboonHawkCorpseGuard] Patched exact declared BaboonBirdAI.CanGrabScrap(GrabbableObject). Living Baboon Hawks will ignore only the SellBodies Dead Baboon Hawk item; players/Pikmin remain unaffected.
