[10:30:19.9108428] [Info   : LethalMin] Adding PikminItem Compoent to PantiesItem
[10:30:19.9249344] [Debug  : LethalMin] (MistressLoreFolder) Center: (90.52, 81.68, 154.11)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for MistressLoreFolder
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to TransporterLoreFolder
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for TransporterDocument: 0 lb, Devided weight: 0 lb
[10:30:19.9249344] [Debug  : LethalMin] (TransporterLoreFolder) Colider: TransporterLoreFolder (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (TransporterLoreFolder) Center: (90.52, 81.68, 154.11)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for TransporterLoreFolder
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to RedwoodLoreFolder
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for RedwoodDocument: 0 lb, Devided weight: 0 lb
[10:30:19.9249344] [Debug  : LethalMin] (RedwoodLoreFolder) Colider: RedwoodLoreFolder (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (RedwoodLoreFolder) Center: (90.52, 81.68, 154.11)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for RedwoodLoreFolder
[10:30:19.9249344] [Warning: LethalMin] Item Diary2Folder is not valid for Pikmin! Skipping...
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to DriftwoodMenaceLoreFolder
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for DriftwoodMenaceDocument: 0 lb, Devided weight: 0 lb
[10:30:19.9249344] [Debug  : LethalMin] (DriftwoodMenaceLoreFolder) Colider: DriftwoodMenaceLoreFolder (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (DriftwoodMenaceLoreFolder) Center: (90.52, 81.68, 154.11)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for DriftwoodMenaceLoreFolder
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to CactusBudlingLoreFolder
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for CactusBudlingDocument: 0 lb, Devided weight: 0 lb
[10:30:19.9249344] [Debug  : LethalMin] (CactusBudlingLoreFolder) Colider: CactusBudlingLoreFolder (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (CactusBudlingLoreFolder) Center: (90.52, 81.68, 154.11)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for CactusBudlingLoreFolder
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to OxydeUnlocker
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for Oxyde Tablet: 5 lb, Devided weight: 2 lb
[10:30:19.9249344] [Debug  : LethalMin] (OxydeUnlocker) Colider: OxydeUnlocker (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (OxydeUnlocker) Center: (-26.79, -21.28, 41.31)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for OxydeUnlocker
[10:30:19.9249344] [Info   : LethalMin] Adding PikminItem Compoent to HaemoglobinUnlocker
[10:30:19.9249344] [Debug  : LethalMin] Calculated weight for Haemoglobin Tablet: 5 lb, Devided weight: 2 lb
[10:30:19.9249344] [Debug  : LethalMin] (HaemoglobinUnlocker) Colider: HaemoglobinUnlocker (UnityEngine.BoxCollider)
[10:30:19.9249344] [Debug  : LethalMin] (HaemoglobinUnlocker) Center: (-26.79, -21.28, 41.31)
[10:30:19.9249344] [Debug  : LethalMin] Creating counter for HaemoglobinUnlocker
[10:30:19.9259424] [Warning: LethalMin] Item KingRigo is not valid for Pikmin! Skipping...
[10:30:19.9259424] [Info   : LethalMin] Adding PikminItem Compoent to Xumo
[10:30:19.9259424] [Debug  : LethalMin] Calculated weight for Xui.: 16 lb, Devided weight: 6.4 lb
[10:30:19.9259424] [Debug  : LethalMin] (Xumo) Colider: Xumo (UnityEngine.BoxCollider)
[10:30:19.9259424] [Debug  : LethalMin] (Xumo) Center: (-54.15, -79.49, 60.97)
[10:30:19.9259424] [Debug  : LethalMin] Creating counter for Xumo
[10:30:19.9259424] [Info   : LethalMin] Adding PikminItem Compoent to YeehawPlush
[10:30:19.9259424] [Debug  : LethalMin] Calculated weight for Yeehawlanie: 6930 lb, Devided weight: 2772 lb
[10:30:19.9259424] [Debug  : LethalMin] (YeehawPlush) Colider: YeehawPlush (UnityEngine.BoxCollider)
[10:30:19.9259424] [Debug  : LethalMin] (YeehawPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0100499] [Debug  : LethalMin] Creating counter for YeehawPlush
[10:30:20.0110481] [Info   : LethalMin] Adding PikminItem Compoent to SaltedBeefPlush
[10:30:20.0110481] [Debug  : LethalMin] Calculated weight for Salted Beef: 2 lb, Devided weight: 0.8 lb
[10:30:20.0110481] [Debug  : LethalMin] (SaltedBeefPlush) Colider: SaltedBeefPlush (UnityEngine.BoxCollider)
[10:30:20.0110481] [Debug  : LethalMin] (SaltedBeefPlush) Center: (0.00, 0.03, 0.31)
[10:30:20.0110481] [Debug  : LethalMin] Creating counter for SaltedBeefPlush
[10:30:20.0110481] [Info   : LethalMin] Adding PikminItem Compoent to Violin
[10:30:20.0110481] [Debug  : LethalMin] Calculated weight for Violin: 16 lb, Devided weight: 6.4 lb
[10:30:20.0110481] [Debug  : LethalMin] (Violin) Colider: Violin (UnityEngine.BoxCollider)
[10:30:20.0110481] [Debug  : LethalMin] (Violin) Center: (0.00, 0.00, 0.00)
[10:30:20.0110481] [Debug  : LethalMin] Creating counter for Violin
[10:30:20.0110481] [Info   : LethalMin] Adding PikminItem Compoent to Recorder
[10:30:20.0110481] [Debug  : LethalMin] Calculated weight for Recorder: 16 lb, Devided weight: 6.4 lb
[10:30:20.0110481] [Debug  : LethalMin] (Recorder) Colider: Recorder (UnityEngine.BoxCollider)
[10:30:20.0110481] [Debug  : LethalMin] (Recorder) Center: (0.00, 0.00, 0.00)
[10:30:20.0110481] [Debug  : LethalMin] Creating counter for Recorder
[10:30:20.0110481] [Info   : LethalMin] Adding PikminItem Compoent to Accordion
[10:30:20.0110481] [Debug  : LethalMin] Calculated weight for Accordion: 16 lb, Devided weight: 6.4 lb
[10:30:20.0110481] [Debug  : LethalMin] (Accordion) Colider: Accordion (UnityEngine.BoxCollider)
[10:30:20.0110481] [Debug  : LethalMin] (Accordion) Center: (0.00, 0.00, 0.00)
[10:30:20.0110481] [Debug  : LethalMin] Creating counter for Accordion
[10:30:20.0110481] [Info   : LethalMin] Adding PikminItem Compoent to Guitar
[10:30:20.0110481] [Debug  : LethalMin] Calculated weight for Guitar: 16 lb, Devided weight: 6.4 lb
[10:30:20.0110481] [Debug  : LethalMin] (Guitar) Colider: Guitar (UnityEngine.BoxCollider)
[10:30:20.0110481] [Debug  : LethalMin] (Guitar) Center: (0.00, 0.00, 0.00)
[10:30:20.0120494] [Debug  : LethalMin] Creating counter for Guitar
[10:30:20.0120494] [Warning: LethalMin] Item Hoverboard is not valid for Pikmin! Skipping...
[10:30:20.0120494] [Info   : LethalMin] Adding PikminItem Compoent to SnowGlobe
[10:30:20.0120494] [Debug  : LethalMin] Calculated weight for Snow Globe: 16 lb, Devided weight: 6.4 lb
[10:30:20.0120494] [Debug  : LethalMin] (SnowGlobe) Colider: SnowGlobe (UnityEngine.BoxCollider)
[10:30:20.0120494] [Debug  : LethalMin] (SnowGlobe) Center: (0.00, 0.00, 0.00)
[10:30:20.0120494] [Debug  : LethalMin] Creating counter for SnowGlobe
[10:30:20.0120494] [Warning: LethalMin] Item Brrreaker is not valid for Pikmin! Skipping...
[10:30:20.0120494] [Info   : LethalMin] Adding PikminItem Compoent to Turbulence
[10:30:20.0120494] [Debug  : LethalMin] Calculated weight for Turbulence: 84 lb, Devided weight: 33.6 lb
[10:30:20.0120494] [Debug  : LethalMin] (Turbulence) Colider: Turbulence (UnityEngine.BoxCollider)
[10:30:20.0120494] [Debug  : LethalMin] (Turbulence) Center: (0.00, 0.00, 0.00)
[10:30:20.0120494] [Debug  : LethalMin] Creating counter for Turbulence
[10:30:20.0130971] [Info   : LethalMin] Adding PikminItem Compoent to MarrowSplitter
[10:30:20.0130971] [Debug  : LethalMin] Calculated weight for Marrow Splitter: 5 lb, Devided weight: 2 lb
[10:30:20.0130971] [Debug  : LethalMin] (MarrowSplitter) Colider: MarrowSplitter (UnityEngine.BoxCollider)
[10:30:20.0130971] [Debug  : LethalMin] (MarrowSplitter) Center: (-69.41, -80.57, 63.78)
[10:30:20.0130971] [Debug  : LethalMin] Creating counter for MarrowSplitter
[10:30:20.0130971] [Info   : LethalMin] Adding PikminItem Compoent to TomaHop
[10:30:20.0130971] [Debug  : LethalMin] Calculated weight for Toma Hop: 42 lb, Devided weight: 16.8 lb
[10:30:20.0130971] [Debug  : LethalMin] (TomaHop) Colider: TomaHop (UnityEngine.BoxCollider)
[10:30:20.0130971] [Debug  : LethalMin] (TomaHop) Center: (0.00, 0.00, 0.00)
[10:30:20.0130971] [Debug  : LethalMin] Creating counter for TomaHop
[10:30:20.0130971] [Info   : LethalMin] Adding PikminItem Compoent to MistressPlush
[10:30:20.0130971] [Debug  : LethalMin] Calculated weight for Mistress Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0130971] [Debug  : LethalMin] (MistressPlush) Colider: MistressPlush (UnityEngine.BoxCollider)
[10:30:20.0130971] [Debug  : LethalMin] (MistressPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0130971] [Debug  : LethalMin] Creating counter for MistressPlush
[10:30:20.0130971] [Info   : LethalMin] Adding PikminItem Compoent to DriftwoodPlush
[10:30:20.0130971] [Debug  : LethalMin] Calculated weight for Driftwood Menace Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0130971] [Debug  : LethalMin] (DriftwoodPlush) Colider: DriftwoodPlush (UnityEngine.BoxCollider)
[10:30:20.0130971] [Debug  : LethalMin] (DriftwoodPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0130971] [Debug  : LethalMin] Creating counter for DriftwoodPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to MagicianPlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for Rabbit Magician Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (MagicianPlush) Colider: MagicianPlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (MagicianPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for MagicianPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to EleanorPlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for Cruiser Gal Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (EleanorPlush) Colider: EleanorPlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (EleanorPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for EleanorPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to DelilahPlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for Shockwave Bot Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (DelilahPlush) Colider: DelilahPlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (DelilahPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for DelilahPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to NancyPlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for Nancy Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (NancyPlush) Colider: NancyPlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (NancyPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for NancyPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to DuckPlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for Duck Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (DuckPlush) Colider: DuckPlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (DuckPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for DuckPlush
[10:30:20.0140967] [Info   : LethalMin] Adding PikminItem Compoent to LizziePlush
[10:30:20.0140967] [Debug  : LethalMin] Calculated weight for 999 Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0140967] [Debug  : LethalMin] (LizziePlush) Colider: LizziePlush (UnityEngine.BoxCollider)
[10:30:20.0140967] [Debug  : LethalMin] (LizziePlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0140967] [Debug  : LethalMin] Creating counter for LizziePlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to DaisyPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for Terminal Bot Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (DaisyPlush) Colider: DaisyPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (DaisyPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for DaisyPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to BettyPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for Seamine Tink Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (BettyPlush) Colider: BettyPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (BettyPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for BettyPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to ManorLordPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for ManorLord Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (ManorLordPlush) Colider: ManorLordPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (ManorLordPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for ManorLordPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to SnatPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for Snail Cat Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (SnatPlush) Colider: SnatPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (SnatPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for SnatPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to JimothyPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for Transporter Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (JimothyPlush) Colider: JimothyPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (JimothyPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for JimothyPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to RedwoodPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for Redwood Titan Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (RedwoodPlush) Colider: RedwoodPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (RedwoodPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for RedwoodPlush
[10:30:20.0150965] [Info   : LethalMin] Adding PikminItem Compoent to PeacekeeperPlush
[10:30:20.0150965] [Debug  : LethalMin] Calculated weight for PeaceKeeper Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0150965] [Debug  : LethalMin] (PeacekeeperPlush) Colider: PeacekeeperPlush (UnityEngine.BoxCollider)
[10:30:20.0150965] [Debug  : LethalMin] (PeacekeeperPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0150965] [Debug  : LethalMin] Creating counter for PeacekeeperPlush
[10:30:20.0160959] [Info   : LethalMin] Adding PikminItem Compoent to MonarchPlush
[10:30:20.0160959] [Debug  : LethalMin] Calculated weight for Monarch Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0160959] [Debug  : LethalMin] (MonarchPlush) Colider: MonarchPlush (UnityEngine.BoxCollider)
[10:30:20.0160959] [Debug  : LethalMin] (MonarchPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0160959] [Debug  : LethalMin] Creating counter for MonarchPlush
[10:30:20.0160959] [Info   : LethalMin] Adding PikminItem Compoent to ScrapePlush
[10:30:20.0160959] [Debug  : LethalMin] Calculated weight for Janitor Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0160959] [Debug  : LethalMin] (ScrapePlush) Colider: ScrapePlush (UnityEngine.BoxCollider)
[10:30:20.0160959] [Debug  : LethalMin] (ScrapePlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0160959] [Debug  : LethalMin] Creating counter for ScrapePlush
[10:30:20.0160959] [Info   : LethalMin] Adding PikminItem Compoent to GuardsmanPlush
[10:30:20.0160959] [Debug  : LethalMin] Calculated weight for Guardsman Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0160959] [Debug  : LethalMin] (GuardsmanPlush) Colider: GuardsmanPlush (UnityEngine.BoxCollider)
[10:30:20.0160959] [Debug  : LethalMin] (GuardsmanPlush) Center: (-0.08, 0.00, -0.04)
[10:30:20.0160959] [Debug  : LethalMin] Creating counter for GuardsmanPlush
[10:30:20.0160959] [Info   : LethalMin] Adding PikminItem Compoent to CactusBudPlush
[10:30:20.0160959] [Debug  : LethalMin] Calculated weight for Cactus Budling Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0160959] [Debug  : LethalMin] (CactusBudPlush) Colider: CactusBudPlush (UnityEngine.BoxCollider)
[10:30:20.0160959] [Debug  : LethalMin] (CactusBudPlush) Center: (0.00, 0.00, 0.00)
[10:30:20.0160959] [Debug  : LethalMin] Creating counter for CactusBudPlush
[10:30:20.0160959] [Info   : LethalMin] Adding PikminItem Compoent to ACunitgalplush
[10:30:20.0160959] [Debug  : LethalMin] Calculated weight for ACUnit Gal Plushie: 0 lb, Devided weight: 0 lb
[10:30:20.0160959] [Debug  : LethalMin] (ACunitgalplush) Colider: ACunitgalplush (UnityEngine.BoxCollider)
[10:30:20.0160959] [Debug  : LethalMin] (ACunitgalplush) Center: (0.00, 0.00, 0.00)
[10:30:20.0160959] [Debug  : LethalMin] Creating counter for ACunitgalplush
[10:30:20.0170960] [Info   : LethalMin] Adding PikminItem Compoent to SallyCube
[10:30:20.0170960] [Debug  : LethalMin] Calculated weight for Sally Cube: 11 lb, Devided weight: 4.4 lb
[10:30:20.0170960] [Debug  : LethalMin] (SallyCube) Colider: SallyCube (UnityEngine.BoxCollider)
[10:30:20.0170960] [Debug  : LethalMin] (SallyCube) Center: (-54.68, -51.46, 36.81)
[10:30:20.0170960] [Debug  : LethalMin] Creating counter for SallyCube
[10:30:20.0170960] [Info   : LethalMin] Adding PikminItem Compoent to FlatBody
[10:30:20.0170960] [Debug  : LethalMin] Calculated weight for Flattened Body: 11 lb, Devided weight: 4.4 lb
[10:30:20.0170960] [Debug  : LethalMin] (FlatBody) Colider: FlatBody (UnityEngine.BoxCollider)
[10:30:20.0170960] [Debug  : LethalMin] (FlatBody) Center: (-126.99, -45.56, 129.29)
[10:30:20.0170960] [Debug  : LethalMin] Creating counter for FlatBody
[10:30:20.0170960] [Info   : LethalMin] Adding PikminItem Compoent to Ballmithy
[10:30:20.0170960] [Debug  : LethalMin] Calculated weight for Jimothy Core: 16 lb, Devided weight: 6.4 lb
[10:30:20.0170960] [Debug  : LethalMin] (Ballmithy) Colider: Ballmithy (UnityEngine.BoxCollider)
[10:30:20.0170960] [Debug  : LethalMin] (Ballmithy) Center: (-35.56, 63.66, 199.28)
[10:30:20.0170960] [Debug  : LethalMin] Creating counter for Ballmithy
[10:30:20.0170960] [Info   : LethalMin] Adding PikminItem Compoent to BloodyShreds
[10:30:20.0170960] [Debug  : LethalMin] Calculated weight for Bloody Shredded Scraps: 11 lb, Devided weight: 4.4 lb
[10:30:20.0170960] [Debug  : LethalMin] (BloodyShreds) Colider: BloodyShreds (UnityEngine.BoxCollider)
[10:30:20.0170960] [Debug  : LethalMin] (BloodyShreds) Center: (-54.68, -51.46, 36.81)
[10:30:20.0170960] [Debug  : LethalMin] Creating counter for BloodyShreds
[10:30:20.0170960] [Info   : LethalMin] Adding PikminItem Compoent to MetalShreds
